sex, from, grade, salary, cost, income, net_money, economic_pressure, cost_main, cost_way, electronic_option, luxury_option, game_option, music_option, star, financical_option, phone, computer, cream, email
Male, city, 1, 1962, 3628, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, pE5O6@163.com
Male, city, 1, 2769, 2591, 无, 花呗, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, uHzciN9PZ01@qq.com
Female, township, 2, 3953, 1865, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 普通品牌, 1q3a8Jhu@163.com
Male, city, 1, 2944, 4184, 副业, 信用卡, yes, cloth, online, 1, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, oZPPtBM9a7b@sina.com
Female, township, 2, 3910, 4464, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, Hf74j9M1a@qq.com
Female, township, 2, 4577, 5222, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, dAKDRi3dTP@126.com
Female, countryside, 3, 3040, 4794, 无, 信用卡, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, y1KSfqXG@126.com
Female, township, 2, 2409, 5293, 无, 美团月付, yes, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, ertOklqDU7M@sina.com
Female, township, 2, 5593, 5768, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, b7ZIY@163.com
Male, city, 1, 2220, 3199, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, ruEYRKi8h@126.com
Female, township, 2, 3477, 3385, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, g6eAtGnnF@163.com
Female, countryside, 3, 4940, 2155, 无, 信用卡, yes, cream, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, qAC6d@sina.com
Female, township, 2, 3224, 4381, 无, 花呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, loi3LTMD5@sina.com
Female, township, 2, 3832, 4670, 无, 花呗, no, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, fdpw4D@126.com
Male, city, 1, 2762, 2038, 副业, 信用卡, yes, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, 3FPYJs@126.com
Male, city, 1, 2937, 1628, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 联想, 普通品牌, U8g0No5@qq.com
Male, city, 1, 2539, 3545, 无, 花呗, yes, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, bAyPeU63@126.com
Male, city, 1, 2070, 1232, 信贷产品, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, YW4HCKn@qq.com
Female, township, 2, 5111, 1891, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 普通品牌, MDL8h@qq.com
Female, countryside, 3, 2866, 4750, 无, 无, yes, study, offline, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, uYe3RJ@163.com
Male, city, 1, 2954, 1466, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, 5qPv6TFH@sina.com
Female, countryside, 3, 4553, 4334, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, hzrw89FqGg@163.com
Male, township, 2, 4415, 3996, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, pu1lAQX@qq.com
Male, city, 1, 2814, 1805, 父母给予, 信用卡, no, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, D74RVa@sina.com
Male, city, 1, 1672, 3428, 无, 花呗, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, syV8L8H@sina.com
Male, city, 1, 2305, 3671, 副业, 信用卡, no, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, kvgKL1aR@126.com
Female, township, 2, 5062, 2685, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, 9VU540tn@163.com
Female, countryside, 3, 3934, 3227, 无, 信用卡, no, other, offline, 3, 4, 3, 1, 2, 2, other, other, 高档品牌, Cm1VjpO@126.com
Female, countryside, 3, 5206, 2070, 无, 信用卡, yes, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, JUmz3nnWM@126.com
Female, township, 2, 4042, 4730, 无, 花呗, no, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, Evb9v6W2M4@163.com
Male, city, 1, 2562, 3644, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, XhxJ3Myvw@126.com
Female, township, 2, 4033, 4085, 无, 节呗, no, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 9EHsYv2@qq.com
Female, township, 2, 4604, 2026, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, oppo, 华硕, 中档品牌, sOYXk7u@163.com
Female, township, 2, 5469, 2558, 无, 无, yes, study, online, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, 5j9Df@sina.com
Female, township, 2, 3947, 2118, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, SXh5oL@qq.com
Female, township, 2, 2744, 3441, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, Yox5l@163.com
Male, city, 1, 2263, 1059, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, bqtrMbE4@126.com
Male, city, 1, 1922, 3914, 无, 花呗, yes, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, ehvGn5M@qq.com
Male, city, 1, 2851, 3039, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 联想, 普通品牌, Bn1z04@126.com
Female, countryside, 3, 3279, 4655, 无, 信用卡, yes, cream, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, UzXt9j@qq.com
Male, city, 1, 2066, 4018, 父母给予, 信用卡, yes, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, jzIWxu6c6ad@126.com
Female, countryside, 3, 3503, 3341, 无, 信用卡, yes, other, offline, 3, 1, 3, 1, 2, 2, other, other, 高档品牌, iLX0W@sina.com
Male, township, 2, 3191, 3079, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, o57Tt@sina.com
Male, city, 1, 2665, 3245, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, uXtzG9ogFqU@126.com
Male, city, 1, 2207, 4228, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, ODPrm4@qq.com
Male, township, 2, 3486, 4202, 无, 花呗, yes, trval, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, luuk3izVG@163.com
Female, township, 2, 5428, 3294, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, lG3IuzodX1U@126.com
Male, city, 1, 1677, 1695, 无, 花呗, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, Sx9D5qT@163.com
Male, city, 1, 1600, 4109, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, CAOqRnmgPG9@qq.com
Male, city, 1, 2527, 3583, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, 0G9JcfL@126.com
Female, township, 2, 3566, 5162, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 5p7XlPJ@sina.com
Male, city, 1, 1720, 1175, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, dr2v0OH@126.com
Male, city, 1, 2400, 2992, 父母给予, 信用卡, no, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, 04pX09gZ@qq.com
Male, city, 1, 2539, 1155, 父母给予, 信用卡, yes, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, IXRjuON2@qq.com
Female, township, 3, 5807, 4044, 无, 无, yes, study, online, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, mv5q6tRxwIy@126.com
Male, city, 1, 2488, 4215, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, yEtsvw0@qq.com
Male, city, 2, 5174, 2094, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, 70o4KI@163.com
Male, city, 2, 3790, 5012, 无, 花呗, yes, trval, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, Fyf4u3@qq.com
Female, countryside, 3, 4302, 5644, 无, 信用卡, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, 8mMRKzDv7sd@sina.com
Male, city, 1, 2405, 3555, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, pyvW7OXt@126.com
Female, countryside, 3, 3730, 2118, 无, 信用卡, no, cream, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, 1MCrXpm@sina.com
Male, city, 1, 2403, 3124, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, d5EuH@126.com
Female, township, 2, 4930, 4927, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, ipb6aQtLqPP@126.com
Female, township, 2, 2765, 1415, 无, 美团月付, no, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 2OeryS@163.com
Male, city, 1, 2768, 1527, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, tT27HM1@sina.com
Female, countryside, 3, 3423, 3494, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, B8v9iIr@126.com
